gyrate (nm),Systems
2.30482,Wild
2.30697,Wild
2.32066,Wild
2.32422,Wild
2.32216,Wild
2.32682,Wild
2.29922,Wild
2.3218,Wild
2.31942,Wild
2.31387,Wild
2.31126,Wild
2.32041,Wild
2.31595,Wild
2.31458,Wild
2.30601,Wild
2.29907,Wild
2.30061,Wild
2.3078,Wild
2.28914,Wild
2.30268,Wild
2.30025,Wild
2.29665,Wild
2.30336,Wild
2.30105,Wild
2.30996,Wild
2.29653,Wild
2.30691,Wild
2.3193,Wild
2.30601,Wild
2.3069,Wild
2.32377,Wild
2.3181,Wild
2.32516,Wild
2.30574,Wild
2.3037,Wild
2.31216,Wild
2.30214,Wild
2.3088,Wild
2.31161,Wild
2.32643,Wild
2.32169,Wild
2.32473,Wild
2.31951,Wild
2.30507,Wild
2.30007,Wild
2.29802,Wild
2.29469,Wild
2.28378,Wild
2.28909,Wild
2.28632,Wild
2.29496,Wild
2.30121,Wild
2.31442,Wild
2.30669,Wild
2.29009,Wild
2.29924,Wild
2.29198,Wild
2.29405,Wild
2.30048,Wild
2.30279,Wild
2.28606,Wild
2.29854,Wild
2.3008,Wild
2.30256,Wild
2.30092,Wild
2.29058,Wild
2.28983,Wild
2.28872,Wild
2.27507,Wild
2.30941,Wild
2.32575,Wild
2.321,Wild
2.32173,Wild
2.30047,Wild
2.3117,Wild
2.32162,Wild
2.31482,Wild
2.32125,Wild
2.30166,Wild
2.29406,Wild
2.30248,Wild
2.30098,Wild
2.30124,Wild
2.30758,Wild
2.29942,Wild
2.30145,Wild
2.30583,Wild
2.2911,Wild
2.29958,Wild
2.28434,Wild
2.30053,Wild
2.29491,Wild
2.28857,Wild
2.29214,Wild
2.29142,Wild
2.29528,Wild
2.29056,Wild
2.2869,Wild
2.3013,Wild
2.30053,Wild
2.31532,Wild
2.31239,Wild
2.31586,Wild
2.30845,Wild
2.3095,Wild
2.30874,Wild
2.32425,Wild
2.31395,Wild
2.31955,Wild
2.31536,Wild
2.31087,Wild
2.30603,Wild
2.2858,Wild
2.28553,Wild
2.2965,Wild
2.29003,Wild
2.2922,Wild
2.28366,Wild
2.28395,Wild
2.29295,Wild
2.29205,Wild
2.28264,Wild
2.29815,Wild
2.30942,Wild
2.30786,Wild
2.30179,Wild
2.31087,Wild
2.31622,Wild
2.31261,Wild
2.30912,Wild
2.30459,Wild
2.30258,Wild
2.29992,Wild
2.30209,Wild
2.30763,Wild
2.30407,Wild
2.29291,Wild
2.30759,Wild
2.30393,Wild
2.30198,Wild
2.28846,Wild
2.28803,Wild
2.28588,Wild
2.27522,Wild
2.2863,Wild
2.29843,Wild
2.29065,Wild
2.27799,Wild
2.29142,Wild
2.28318,Wild
2.29964,Wild
2.29076,Wild
2.28129,Wild
2.30631,Wild
2.28547,Wild
2.30888,Wild
2.30492,Wild
2.29016,Wild
2.28635,Wild
2.27993,Wild
2.27716,Wild
2.29198,Wild
2.29361,Wild
2.30671,Wild
2.29982,Wild
2.30294,Wild
2.29116,Wild
2.28386,Wild
2.28728,Wild
2.27304,Wild
2.28154,Wild
2.29922,Wild
2.29802,Wild
2.2999,Wild
2.31173,Wild
2.29624,Wild
2.2899,Wild
2.29181,Wild
2.2898,Wild
2.26746,Wild
2.27759,Wild
2.29168,Wild
2.28657,Wild
2.26788,Wild
2.29511,Wild
2.28235,Wild
2.27756,Wild
2.27743,Wild
2.28338,Wild
2.28039,Wild
2.27782,Wild
2.28042,Wild
2.26765,Wild
2.27614,Wild
2.28746,Wild
2.27859,Wild
2.29653,Wild
2.29795,Wild
2.30338,Wild
2.2862,Wild
2.30506,Wild
2.30619,Wild
2.28651,Wild
2.2721,Wild
2.28974,Wild
2.2928,Wild
2.30289,Wild
2.28926,Wild
2.28946,Wild
2.28596,Wild
2.302,Wild
2.29484,Wild
2.30021,Wild
2.28974,Wild
2.27837,Wild
2.2814,Wild
2.28271,Wild
2.28997,Wild
2.29793,Wild
2.27637,Wild
2.28852,Wild
2.29632,Wild
2.2984,Wild
2.29839,Wild
2.29043,Wild
2.28601,Wild
2.2832,Wild
2.30567,Wild
2.30133,Wild
2.29626,Wild
2.3013,Wild
2.29289,Wild
2.30137,Wild
2.28516,Wild
2.28309,Wild
2.29196,Wild
2.29901,Wild
2.30296,Wild
2.30158,Wild
2.29491,Wild
2.30534,Wild
2.29684,Wild
2.2952,Wild
2.30006,Wild
2.30165,Wild
2.2911,Wild
2.30026,Wild
2.31467,Wild
2.31131,Wild
2.29656,Wild
2.29646,Wild
2.28874,Wild
2.2784,Wild
2.28039,Wild
2.29828,Wild
2.30155,Wild
2.31251,Wild
2.29579,Wild
2.28973,Wild
2.29735,Wild
2.28467,Wild
2.29188,Wild
2.30026,Wild
2.30953,Wild
2.30732,Wild
2.30149,Wild
2.29418,Wild
2.30683,Wild
2.29507,Wild
2.29572,Wild
2.28761,Wild
2.29067,Wild
2.28872,Wild
2.29939,Wild
2.30453,Wild
2.3072,Wild
2.28678,Wild
2.28787,Wild
2.29814,Wild
2.28716,Wild
2.2874,Wild
2.29809,Wild
2.29364,Wild
2.30238,Wild
2.28971,Wild
2.28781,Wild
2.29645,Wild
2.29081,Wild
2.28102,Wild
2.284,Wild
2.28473,Wild
2.28845,Wild
2.30286,Wild
2.29163,Wild
2.29239,Wild
2.29035,Wild
2.27472,Wild
2.29224,Wild
2.27324,Wild
2.29265,Wild
2.29502,Wild
2.2891,Wild
2.28662,Wild
2.28453,Wild
2.29095,Wild
2.27748,Wild
2.27925,Wild
2.26559,Wild
2.26903,Wild
2.26768,Wild
2.27693,Wild
2.28124,Wild
2.26656,Wild
2.27535,Wild
2.2927,Wild
2.29728,Wild
2.28898,Wild
2.28867,Wild
2.29215,Wild
2.29485,Wild
2.30167,Wild
2.28581,Wild
2.28733,Wild
2.29147,Wild
2.29449,Wild
2.29094,Wild
2.28601,Wild
2.2861,Wild
2.30641,Wild
2.30036,Wild
2.30465,Wild
2.29863,Wild
2.28983,Wild
2.30243,Wild
2.29582,Wild
2.29343,Wild
2.29432,Wild
2.29836,Wild
2.29805,Wild
2.30366,Wild
2.29243,Wild
2.29495,Wild
2.28099,Wild
2.30306,Wild
2.29137,Wild
2.29346,Wild
2.30037,Wild
2.30874,Wild
2.31134,Wild
2.31766,Wild
2.30672,Wild
2.30211,Wild
2.29568,Wild
2.30983,Wild
2.3052,Wild
2.30468,Wild
2.28354,Wild
2.29474,Wild
2.29934,Wild
2.30287,Wild
2.29256,Wild
2.29558,Wild
2.29378,Wild
2.29779,Wild
2.277,Wild
2.29174,Wild
2.29386,Wild
2.30598,Wild
2.30197,Wild
2.29917,Wild
2.30756,Wild
2.30157,Wild
2.2959,Wild
2.30819,Wild
2.31492,Wild
2.31316,Wild
2.31552,Wild
2.32472,Wild
2.31041,Wild
2.32085,Wild
2.31772,Wild
2.30816,Wild
2.30284,Wild
2.30832,Wild
2.30935,Wild
2.30229,Wild
2.306,Wild
2.29373,Wild
2.29918,Wild
2.31174,Wild
2.30664,Wild
2.32615,Wild
2.31975,Wild
2.32555,Wild
2.30298,Wild
2.30504,Wild
2.32206,Wild
2.33037,Wild
2.33333,Wild
2.34849,Wild
2.3336,Wild
2.32193,Wild
2.32796,Wild
2.31947,Wild
2.30764,Wild
2.30765,Wild
2.29751,Wild
2.29947,Wild
2.31728,Wild
2.2937,Wild
2.30663,Wild
2.30864,Wild
2.29957,Wild
2.30465,Wild
2.32068,Wild
2.31643,Wild
2.30165,Wild
2.31251,Wild
2.29601,Wild
2.3061,Wild
2.29281,Wild
2.31015,Wild
2.29702,Wild
2.30973,Wild
2.29846,Wild
2.29967,Wild
2.30904,Wild
2.32563,Wild
2.32215,Wild
2.31277,Wild
2.30965,Wild
2.30151,Wild
2.31718,Wild
2.30224,Wild
2.31135,Wild
2.30551,Wild
2.29874,Wild
2.30595,Wild
2.30936,Wild
2.29624,Wild
2.28986,Wild
2.3082,Wild
2.31414,Wild
2.30356,Wild
2.29267,Wild
2.30105,Wild
2.29758,Wild
2.3033,Wild
2.31065,Wild
2.3081,Wild
2.30586,Wild
2.31436,Wild
2.31302,Wild
2.32375,Wild
2.31515,Wild
2.31062,Wild
2.30531,Wild
2.28626,Wild
2.3031,Wild
2.31999,Wild
2.30906,Wild
2.29209,Wild
2.29683,Wild
2.29774,Wild
2.30741,Wild
2.3204,Wild
2.32134,Wild
2.30395,Wild
2.31099,Wild
2.30066,Wild
2.28832,Wild
2.29169,Wild
2.29318,Wild
2.29928,Wild
2.3093,Wild
2.30741,Wild
2.32511,Wild
2.31426,Wild
2.3219,Wild
2.3146,Wild
2.30833,Wild
2.31634,Wild
2.33898,Wild
2.31815,Wild
2.32968,Wild
2.30601,Wild
2.30913,Wild
2.30598,Wild
2.30075,Wild
2.31325,Wild
2.30431,Wild
2.29674,Wild
2.31428,Wild
2.31307,Wild
2.29318,Wild
2.30632,Wild
2.30993,Wild
2.30001,Wild
2.30771,Wild
2.30889,Wild
2.31085,Wild
2.30527,Wild
2.3013,Wild
2.29358,Wild
2.29852,Wild
2.3102,Wild
2.2978,Wild
2.29372,Wild
2.29122,Wild
2.27572,Wild
2.28801,Wild
2.27148,Wild
2.2809,Wild
2.29041,Wild
2.29905,Wild
2.29425,Wild
2.30576,Wild
2.31284,Wild
2.30393,Wild
2.30667,Wild
2.30901,Wild
2.2993,Wild
2.31386,Wild
2.32092,Wild
2.31885,Wild
2.32059,Wild
2.29108,Wild
2.30376,Wild
2.29763,Wild
2.30619,Wild
2.30767,Wild
2.29762,Wild
2.30212,Wild
2.3138,Wild
2.3078,Wild
2.29679,Wild
2.29217,Wild
2.29404,Wild
2.296,Wild
2.28142,Wild
2.29672,Wild
2.26601,Wild
2.29036,Wild
2.29361,Wild
2.29505,Wild
2.29884,Wild
2.29029,Wild
2.29407,Wild
2.29795,Wild
2.30484,Wild
2.29981,Wild
2.30409,Wild
2.29963,Wild
2.3054,Wild
2.28224,Wild
2.30058,Wild
2.29864,Wild
2.29568,Wild
2.29486,Wild
2.28698,Wild
2.31185,Wild
2.29626,Wild
2.30598,Wild
2.31325,Wild
2.30305,Wild
2.28901,Wild
2.28327,Wild
2.27637,Wild
2.2817,Wild
2.28263,Wild
2.2873,Wild
2.30776,Wild
2.3032,Wild
2.29441,Wild
2.29747,Wild
2.29556,Wild
2.29076,Wild
2.30032,Wild
2.30778,Wild
2.28638,Wild
2.30183,Wild
2.29975,Wild
2.311,Wild
2.30303,Wild
2.30305,Wild
2.2963,Wild
2.28056,Wild
2.28961,Wild
2.30332,Wild
2.30957,Wild
2.30651,Wild
2.30741,Wild
2.29406,Wild
2.28697,Wild
2.29734,Wild
2.30469,Wild
2.30149,Wild
2.30248,Wild
2.29424,Wild
2.2962,Wild
2.29272,Wild
2.28422,Wild
2.28329,Wild
2.28278,Wild
2.2817,Wild
2.283,Wild
2.28679,Wild
2.28135,Wild
2.30316,Wild
2.30461,Wild
2.29988,Wild
2.29945,Wild
2.30177,Wild
2.29198,Wild
2.29235,Wild
2.30518,Wild
2.28434,Wild
2.29675,Wild
2.29534,Wild
2.28753,Wild
2.29707,Wild
2.30157,Wild
2.29276,Wild
2.29241,Wild
2.29899,Wild
2.29874,Wild
2.29043,Wild
2.30623,Wild
2.30005,Wild
2.29763,Wild
2.30286,Wild
2.28989,Wild
2.29081,Wild
2.29393,Wild
2.30422,Wild
2.31323,Wild
2.30568,Wild
2.31137,Wild
2.30362,Wild
2.30906,Wild
2.30802,Wild
2.30051,Wild
2.29418,Wild
2.29565,Wild
2.29804,Wild
2.30284,Wild
2.31045,Wild
2.30555,Wild
2.29988,Wild
2.30514,Wild
2.30677,Wild
2.30382,Wild
2.32249,Wild
2.32496,Wild
2.32592,Wild
2.3347,Wild
2.33369,Wild
2.32445,Wild
2.3222,Wild
2.32025,Wild
2.32042,Wild
2.33107,Wild
2.3222,Wild
2.33541,Wild
2.33197,Wild
2.32185,Wild
2.34056,Wild
2.32799,Wild
2.32112,Wild
2.335,Wild
2.33215,Wild
2.32649,Wild
2.33548,Wild
2.32298,Wild
2.32665,Wild
2.33384,Wild
2.32566,Wild
2.3124,Wild
2.30312,Wild
2.31881,Wild
2.29917,Wild
2.30986,Wild
2.32855,Wild
2.3164,Wild
2.32029,Wild
2.3098,Wild
2.33121,Wild
2.30725,Wild
2.30782,Wild
2.30644,Wild
2.31559,Wild
2.30727,Wild
2.31089,Wild
2.31936,Wild
2.3388,Wild
2.33872,Wild
2.32703,Wild
2.33906,Wild
2.325,Wild
2.32921,Wild
2.32497,Wild
2.3329,Wild
2.31439,Wild
2.317,Wild
2.31852,Wild
2.32525,Wild
2.31254,Wild
2.30706,Wild
2.29691,Wild
2.29515,Wild
2.2937,Wild
2.2913,Wild
2.28916,Wild
2.30485,Wild
2.30793,Wild
2.28291,Wild
2.29761,Wild
2.2776,Wild
2.27838,Wild
2.29738,Wild
2.30582,Wild
2.29533,Wild
2.3066,Wild
2.32783,Wild
2.30984,Wild
2.32368,Wild
2.31227,Wild
2.32776,Wild
2.31669,Wild
2.314,Wild
2.3214,Wild
2.32511,Wild
2.30632,Wild
2.31215,Wild
2.30538,Wild
2.32009,Wild
2.32163,Wild
2.30986,Wild
2.31452,Wild
2.31026,Wild
2.30841,Wild
2.31506,Wild
2.32451,Wild
2.33231,Wild
2.32579,Wild
2.31101,Wild
2.30991,Wild
2.31759,Wild
2.32433,Wild
2.31295,Wild
2.31404,Wild
2.29708,Wild
2.31039,Wild
2.31804,Wild
2.31372,Wild
2.31173,Wild
2.30431,Wild
2.30704,Wild
2.30302,Wild
2.30609,Wild
2.30914,Wild
2.3191,Wild
2.31336,Wild
2.30785,Wild
2.30753,Wild
2.30036,Wild
2.31026,Wild
2.31792,Wild
2.29904,Wild
2.30446,Wild
2.3198,Wild
2.30993,Wild
2.3067,Wild
2.31724,Wild
2.31757,Wild
2.30487,Wild
2.32675,Wild
2.30343,Wild
2.29126,Wild
2.29387,Wild
2.2783,Wild
2.29483,Wild
2.28474,Wild
2.2873,Wild
2.28789,Wild
2.30122,Wild
2.29959,Wild
2.30753,Wild
2.3025,Wild
2.31698,Wild
2.3064,Wild
2.29318,Wild
2.28353,Wild
2.29582,Wild
2.30705,Wild
2.28698,Wild
2.28859,Wild
2.28784,Wild
2.27683,Wild
2.30588,Wild
2.29476,Wild
2.30622,Wild
2.29367,Wild
2.2846,Wild
2.30045,Wild
2.29846,Wild
2.29772,Wild
2.30067,Wild
2.30905,Wild
2.27894,Wild
2.29428,Wild
2.29576,Wild
2.28826,Wild
2.28295,Wild
2.30838,Wild
2.30489,Wild
2.30776,Wild
2.29856,Wild
2.30392,Wild
2.30041,Wild
2.31088,Wild
2.29898,Wild
2.29857,Wild
2.3057,Wild
2.30197,Wild
2.30259,Wild
2.30488,Wild
2.30663,Wild
2.29927,Wild
2.3036,Wild
2.30729,Wild
2.28401,Wild
2.30192,Wild
2.31367,Wild
2.33006,Wild
2.32235,Wild
2.31579,Wild
2.30014,Wild
2.31313,Wild
2.30517,Wild
2.31181,Wild
2.32935,Wild
2.33113,Wild
2.30677,Wild
2.2992,Wild
2.30212,Wild
2.28622,Wild
2.28467,Wild
2.28111,Wild
2.29606,Wild
2.27086,Wild
2.26706,Wild
2.28152,Wild
2.29669,Wild
2.26933,Wild
2.28416,Wild
2.26706,Wild
2.27434,Wild
2.27894,Wild
2.28197,Wild
2.27902,Wild
2.28812,Wild
2.29004,Wild
2.29026,Wild
2.29872,Wild
2.30427,Wild
2.29909,Wild
2.30341,Wild
2.30125,Wild
2.29886,Wild
2.28015,Wild
2.28023,Wild
2.28468,Wild
2.28114,Wild
2.28262,Wild
2.29175,Wild
2.28712,Wild
2.28915,Wild
2.28205,Wild
2.28965,Wild
2.28961,Wild
2.29889,Wild
2.30316,Wild
2.29885,Wild
2.30163,Wild
2.30966,Wild
2.30449,Wild
2.29973,Wild
2.28748,Wild
2.28392,Wild
2.29134,Wild
2.28515,Wild
2.27293,Wild
2.29891,Wild
2.28177,Wild
2.2771,Wild
2.27542,Wild
2.26874,Wild
2.28096,Wild
2.28149,Wild
2.28074,Wild
2.29189,Wild
2.31278,Wild
2.31424,Wild
2.31152,Wild
2.30668,Wild
2.29985,Wild
2.30734,Wild
2.29127,Wild
2.2953,Wild
2.29274,Wild
2.29208,Wild
2.29588,Wild
2.2914,Wild
2.29158,Wild
2.29103,Wild
2.28931,Wild
2.30233,Wild
2.29556,Wild
2.29224,Wild
2.28892,Wild
2.29362,Wild
2.30412,Wild
2.30169,Wild
2.30573,Wild
2.29293,Wild
2.29669,Wild
2.29723,Wild
2.29107,Wild
2.28498,Wild
2.29063,Wild
2.28312,Wild
2.27996,Wild
2.27123,Wild
2.29336,Wild
2.27737,Wild
2.27933,Wild
2.27571,Wild
2.27334,Wild
2.27058,Wild
2.27179,Wild
2.28873,Wild
2.27255,Wild
2.27341,Wild
2.29894,Wild
2.30025,Wild
2.30196,Wild
2.29206,Wild
2.28336,Wild
2.27406,Wild
2.26957,Wild
2.28689,Wild
2.29669,Wild
2.2936,Wild
2.2953,Wild
2.2821,Wild
2.26936,Wild
2.2572,Wild
2.27211,Wild
2.29174,Wild
2.29962,Wild
2.32172,Wild
2.31337,Wild
2.30508,Wild
2.30006,Wild
2.30955,Wild
2.29206,Wild
2.29133,Wild
2.29238,Wild
2.28808,Wild
2.29283,Wild
2.29151,Wild
2.28,Wild
2.29754,Wild
2.27763,Wild
2.28631,Wild
2.28285,Wild
2.29574,Wild
2.29518,Wild
2.29509,Wild
2.29521,Wild
2.28969,Wild
2.30276,Wild
2.29329,Wild
2.30141,Wild
2.30106,Wild
2.29748,Wild
2.29968,Wild
2.27794,Wild
2.2915,Wild
2.27771,Wild
2.3005,Wild
2.2812,Wild
2.28999,Wild
2.29421,Wild
2.28487,Wild
2.28622,Wild
2.28524,Wild
2.28774,Wild
2.29287,Wild
2.29419,Wild
2.28157,Wild
2.28353,Wild
2.27592,Wild
2.28645,Wild
2.27493,Wild
2.27343,Wild
2.30125,Wild
2.28052,Wild
2.276,Wild
2.2788,Wild
2.28135,Wild
2.2749,Wild
2.29591,Wild
2.27061,Wild
2.28818,Wild
2.28318,Wild
2.28512,Wild
2.29507,Wild
2.29175,Wild
2.29465,Wild
2.30077,Wild
2.3069,Wild
2.30409,Wild
2.31029,Wild
2.31921,Wild
2.315,Wild
2.30111,Wild
2.29952,Wild
2.29037,Wild
2.29401,Wild
2.29316,Wild
2.29846,Wild
2.29972,Wild
2.28209,Wild
2.28904,Wild
2.29187,Wild
2.27929,Wild
2.29469,Wild
2.30695,Wild
2.30396,Wild
2.32043,Wild
2.29959,Wild
2.31082,Wild
2.31929,Wild
2.33246,Wild
2.31244,Wild
2.30822,Wild
2.31003,Wild
2.30601,Wild
2.29763,Wild
2.30656,Wild
2.30793,Wild
2.30473,Wild
2.31445,Wild
2.30135,Wild
2.29635,Wild
2.29045,Wild
2.2941,Wild
2.28667,Wild
2.27255,Wild
2.27318,Wild
2.27799,Wild
2.2906,Wild
2.28268,Wild
2.2876,Wild
2.28089,Wild
2.26954,Wild
2.28236,Wild
2.27374,Wild
2.26862,Wild
2.27549,Wild
2.27283,Wild
2.28053,Wild
2.28464,Wild
2.29206,Wild
2.28666,Wild
2.27648,Wild
2.27297,Wild
2.26954,Wild
2.27834,Wild
2.28295,Wild
2.27399,Wild
2.29112,Wild
2.29086,Wild
2.28977,Wild
2.28229,Wild
2.28367,Wild
2.28197,Wild
2.27195,Wild
2.28173,Wild
2.2828,Wild
2.28075,Wild
2.27834,Wild
2.28568,Wild
2.29383,Wild
2.27983,Wild
2.28728,Wild
2.28206,Wild
2.26418,Wild
2.27145,Wild
2.27131,Wild
2.28252,Wild
2.28049,Wild
2.28445,Wild
2.28577,Wild
2.27789,Wild
2.269,Wild
2.28036,Wild
2.2884,Wild
2.27438,Wild
2.2995,Wild
2.28921,Wild
2.30362,Wild
2.28957,Wild
2.30942,Wild
2.29526,Wild
2.295,Wild
2.2933,Wild
2.28708,Wild
2.28575,Wild
2.29361,Wild
2.28714,Wild
2.29508,Wild
2.29903,Wild
2.30097,Wild
2.29956,Wild
2.29332,Wild
2.30284,Wild
2.29077,Wild
2.28953,Wild
2.29138,Wild
2.29484,Wild
2.28203,Wild
2.29561,Wild
2.29386,Wild
2.2737,Wild
2.2999,Wild
2.28858,Wild
2.2801,Wild
2.29268,Wild
2.29568,Wild
2.29841,Wild
2.295,Wild
2.29484,Wild
2.29555,Wild
2.29912,Wild
2.29908,Wild
2.28833,Wild
2.29471,Wild
2.28799,Wild
2.2915,Wild
2.2964,Wild
2.28975,Wild
2.30155,Wild
2.28315,Wild
2.29108,Wild
2.29418,Wild
2.30482,Wild
2.29002,Wild
2.27904,Wild
2.27705,Wild
2.28537,Wild
2.28671,Wild
2.27978,Wild
2.29025,Wild
2.28593,Wild
2.28949,Wild
2.26626,Wild
2.28568,Wild
2.30863,Wild
2.2909,Wild
2.28223,Wild
2.28244,Wild
2.29053,Wild
2.30066,Wild
2.3065,Wild
2.30155,Wild
2.29465,Wild
2.29634,Wild
2.29892,Wild
2.28743,Wild
2.28205,Wild
2.28934,Wild
2.29421,Wild
2.31195,Wild
2.29057,Wild
2.29521,Wild
2.28298,Wild
2.30024,Wild
2.29304,Wild
2.27714,Wild
2.2801,Wild
2.27171,Wild
2.29367,Wild
2.33028,Wild
2.29637,Wild
2.30178,Wild
2.288,Wild
2.27133,Wild
2.28536,Wild
2.28451,Wild
2.28367,Wild
2.28949,Wild
2.27986,Wild
2.30359,Wild
2.29929,Wild
2.29943,Wild
2.29347,Wild
2.27539,Wild
2.28937,Wild
2.27962,Wild
2.27963,Wild
2.28904,Wild
2.2869,Wild
2.28281,Wild
2.2757,Wild
2.26295,Wild
2.2965,Wild
2.306,Wild
2.28686,Wild
2.30509,Wild
2.30285,Wild
2.29042,Wild
2.29334,Wild
2.30046,Wild
2.30705,Wild
2.28867,Wild
2.3026,Wild
2.29099,Wild
2.29528,Wild
2.29201,Wild
2.29349,Wild
2.28473,Wild
2.28643,Wild
2.29704,Wild
2.30989,Wild
2.29712,Wild
2.28925,Wild
2.28956,Wild
2.29192,Wild
2.29595,Wild
2.2887,Wild
2.29938,Wild
2.30891,Wild
2.2998,Wild
2.30158,Wild
2.30558,Wild
2.29376,Wild
2.30159,Wild
2.29881,Wild
2.29031,Wild
2.28985,Wild
2.29787,Wild
2.29084,Wild
2.29521,Wild
2.29129,Wild
2.29264,Wild
2.29263,Wild
2.29679,Wild
2.30751,Wild
2.30423,Wild
2.2924,Wild
2.30381,Wild
2.30501,Wild
2.30224,Wild
2.30916,Wild
2.29852,Wild
2.30909,Wild
2.32596,Wild
2.31787,Wild
2.30658,Wild
2.31233,Wild
2.31389,Wild
2.30457,Wild
2.32647,Wild
2.30944,Wild
2.30978,Wild
2.31268,Wild
2.32703,Wild
2.32431,Wild
2.31628,Wild
2.32096,Wild
2.34122,Wild
2.32254,Wild
2.32124,Wild
2.32891,Wild
2.32695,Wild
2.30414,Wild
2.31623,Wild
2.29674,Wild
2.31911,Wild
2.33105,Wild
2.31368,Wild
2.31003,Wild
2.32931,Wild
2.3043,Wild
2.31475,Wild
2.31053,Wild
2.29982,Wild
2.29414,Wild
2.30761,Wild
2.30889,Wild
2.31482,Wild
2.30406,Wild
2.31659,Wild
2.31362,Wild
2.31836,Wild
2.31011,Wild
2.30789,Wild
2.28678,Wild
2.30406,Wild
2.31164,Wild
2.28702,Wild
2.27927,Wild
2.26708,Wild
2.28789,Wild
2.29376,Wild
2.29825,Wild
2.32319,Wild
2.30911,Wild
2.30176,Wild
2.31065,Wild
2.28853,Wild
2.29683,Wild
2.30564,Wild
2.31365,Wild
2.31894,Wild
2.31661,Wild
2.30211,Wild
2.31443,Wild
2.3077,Wild
2.30599,Wild
2.32272,Wild
2.30552,Wild
2.32731,Wild
2.3043,Wild
2.32148,Wild
2.31035,Wild
2.30105,Wild
2.3113,Wild
2.31505,Wild
2.3095,Wild
2.30364,Wild
2.30315,Wild
2.29143,Wild
2.29453,Wild
2.30311,Wild
2.30102,Wild
2.29149,Wild
2.28996,Wild
2.27471,Wild
2.28432,Wild
2.28715,Wild
2.28242,Wild
2.28655,Wild
2.28344,Wild
2.276,Wild
2.28209,Wild
2.27709,Wild
2.29167,Wild
2.28706,Wild
2.2823,Wild
2.27932,Wild
2.2654,Wild
2.27552,Wild
2.26303,Wild
2.28306,Wild
2.27004,Wild
2.26457,Wild
2.27129,Wild
2.28545,Wild
2.29213,Wild
2.28358,Wild
2.29138,Wild
2.2783,Wild
2.2792,Wild
2.27538,Wild
2.28167,Wild
2.27671,Wild
2.28064,Wild
2.28476,Wild
2.30171,Wild
2.28601,Wild
2.29552,Wild
2.27703,Wild
2.30117,Wild
2.30216,Wild
2.30203,Wild
2.29758,Wild
2.30873,Wild
2.30716,Wild
2.29199,Wild
2.30876,Wild
2.30522,Wild
2.29657,Wild
2.28962,Wild
2.2943,Wild
2.29604,Wild
2.29839,Wild
2.29311,Wild
2.29784,Wild
2.29222,Wild
2.30693,Wild
2.33307,Wild
2.30439,Wild
2.30264,Wild
2.31556,Wild
2.30609,Wild
2.3119,Wild
2.30917,Wild
2.31554,Wild
2.32086,Wild
2.28996,Wild
2.29311,Wild
2.28459,Wild
2.2797,Wild
2.28995,Wild
2.27628,Wild
2.27937,Wild
2.27346,Wild
2.26756,Wild
2.28457,Wild
2.28022,Wild
2.29781,Wild
2.29256,Wild
2.2879,Wild
2.29388,Wild
2.30086,Wild
2.31134,Wild
2.30724,Wild
2.30182,Wild
2.30178,Wild
2.29362,Wild
2.3035,Wild
2.29154,Wild
2.29515,Wild
2.29894,Wild
2.30389,Wild
2.28958,Wild
2.29906,Wild
2.29608,Wild
2.28589,Wild
2.305,Wild
2.31502,Wild
2.31502,Wild
2.30799,Wild
2.3055,Wild
2.2946,Wild
2.30616,Wild
2.29602,Wild
2.30142,Wild
2.30835,Wild
2.30714,Wild
2.30029,Wild
2.30752,Wild
2.29783,Wild
2.30101,Wild
2.30377,Wild
2.29649,Wild
2.29715,Wild
2.29779,Wild
2.28619,Wild
2.29994,Wild
2.30764,Wild
2.31211,Wild
2.31009,Wild
2.30788,Wild
2.29761,Wild
2.28844,Wild
2.27808,Wild
2.27864,Wild
2.27949,Wild
2.28772,Wild
2.28705,Wild
2.29046,Wild
2.28889,Wild
2.29346,Wild
2.28594,Wild
2.28994,Wild
2.29868,Wild
2.29281,Wild
2.31502,Wild
2.31448,Wild
2.31511,Wild
2.29009,Wild
2.30125,Wild
2.30859,Wild
2.31333,Wild
2.30687,Wild
2.31496,Wild
2.29977,Wild
2.30137,Wild
2.30047,Wild
2.28464,Wild
2.28542,Wild
2.27914,Wild
2.27163,Wild
2.27642,Wild
2.25811,Wild
2.26503,Wild
2.28298,Wild
2.2897,Wild
2.28394,Wild
2.26098,Wild
2.27165,Wild
2.28397,Wild
2.27716,Wild
2.27897,Wild
2.27227,Wild
2.27416,Wild
2.29332,Wild
2.28616,Wild
2.29728,Wild
2.28874,Wild
2.3038,Wild
2.31572,Wild
2.30183,Wild
2.29841,Wild
2.28327,Wild
2.29119,Wild
2.29707,Wild
2.29202,Wild
2.28008,Wild
2.29804,Wild
2.27852,Wild
2.2943,Wild
2.29892,Wild
2.29777,Wild
2.28278,Wild
2.30212,Wild
2.29626,Wild
2.31367,Wild
2.30201,Wild
2.27596,Wild
2.28759,Wild
2.28843,Wild
2.28163,Wild
2.30037,Wild
2.28472,Wild
2.27901,Wild
2.29809,Wild
2.27912,Wild
2.28626,Wild
2.2976,Wild
2.30983,Wild
2.29608,Wild
2.2882,Wild
2.27183,Wild
2.28372,Wild
2.27877,Wild
2.27567,Wild
2.2625,Wild
2.26624,Wild
2.25377,Wild
2.26694,Wild
