rmsd (nm),Systems
0.2224954,Wild
0.1985088,Wild
0.2012708,Wild
0.2083195,Wild
0.2101104,Wild
0.252703,Wild
0.2219698,Wild
0.1852131,Wild
0.2004265,Wild
0.2356341,Wild
0.1987423,Wild
0.1967699,Wild
0.1786691,Wild
0.175931,Wild
0.1501366,Wild
0.1573744,Wild
0.1565348,Wild
0.1428317,Wild
0.1541602,Wild
0.1692734,Wild
0.1840342,Wild
0.1624688,Wild
0.2083448,Wild
0.196069,Wild
0.1704679,Wild
0.1711339,Wild
0.2048146,Wild
0.2105935,Wild
0.2134648,Wild
0.2050841,Wild
0.2056796,Wild
0.193092,Wild
0.2008166,Wild
0.2141869,Wild
0.2281651,Wild
0.2345228,Wild
0.202815,Wild
0.2210657,Wild
0.2427059,Wild
0.2423091,Wild
0.2284248,Wild
0.2204355,Wild
0.2514585,Wild
0.2460801,Wild
0.2618932,Wild
0.2585592,Wild
0.2741815,Wild
0.2609359,Wild
0.2394861,Wild
0.2244853,Wild
0.2521229,Wild
0.2292034,Wild
0.2018819,Wild
0.2015831,Wild
0.1880866,Wild
0.1838314,Wild
0.1819007,Wild
0.1834004,Wild
0.1921331,Wild
0.1688049,Wild
0.1572393,Wild
0.1760984,Wild
0.156651,Wild
0.161538,Wild
0.1708767,Wild
0.1746115,Wild
0.1679427,Wild
0.1731552,Wild
0.1658558,Wild
0.1547479,Wild
0.1454961,Wild
0.1776791,Wild
0.2000337,Wild
0.1629698,Wild
0.1871517,Wild
0.1763665,Wild
0.1890248,Wild
0.1859301,Wild
0.2068192,Wild
0.1740181,Wild
0.1808991,Wild
0.1765705,Wild
0.1811503,Wild
0.1909441,Wild
0.1893916,Wild
0.1508528,Wild
0.1518634,Wild
0.1604471,Wild
0.1623435,Wild
0.1781314,Wild
0.1740893,Wild
0.164867,Wild
0.178129,Wild
0.1760942,Wild
0.1879106,Wild
0.2036478,Wild
0.2083165,Wild
0.2186698,Wild
0.2102733,Wild
0.1912904,Wild
0.1797562,Wild
0.179059,Wild
0.1875692,Wild
0.1627959,Wild
0.1883999,Wild
0.1910209,Wild
0.1859305,Wild
0.1813205,Wild
0.1629976,Wild
0.1548807,Wild
0.159911,Wild
0.1632481,Wild
0.1665623,Wild
0.1543548,Wild
0.1626127,Wild
0.1756258,Wild
0.1865318,Wild
0.1756215,Wild
0.1802684,Wild
0.1715169,Wild
0.1622363,Wild
0.1572551,Wild
0.1500904,Wild
0.1578073,Wild
0.1328342,Wild
0.1494225,Wild
0.166822,Wild
0.1853523,Wild
0.1628008,Wild
0.1633224,Wild
0.1858989,Wild
0.1676682,Wild
0.1698583,Wild
0.1815616,Wild
0.1946848,Wild
0.1948024,Wild
0.2082419,Wild
0.1677487,Wild
0.1635079,Wild
0.1653365,Wild
0.1634348,Wild
0.1616163,Wild
0.1602068,Wild
0.1695643,Wild
0.16918,Wild
0.1844956,Wild
0.1874315,Wild
0.1843043,Wild
0.1615498,Wild
0.1968981,Wild
0.1682919,Wild
0.1598848,Wild
0.1707404,Wild
0.1695976,Wild
0.1582109,Wild
0.1824829,Wild
0.1793124,Wild
0.1614959,Wild
0.1474676,Wild
0.160627,Wild
0.1389683,Wild
0.1569093,Wild
0.1595706,Wild
0.1535869,Wild
0.1636462,Wild
0.1468828,Wild
0.1724955,Wild
0.1601995,Wild
0.1697856,Wild
0.1867579,Wild
0.1762054,Wild
0.1544383,Wild
0.1702386,Wild
0.1799078,Wild
0.1800285,Wild
0.1640841,Wild
0.1820623,Wild
0.1788731,Wild
0.175625,Wild
0.1614778,Wild
0.1573476,Wild
0.1735879,Wild
0.1665446,Wild
0.1758695,Wild
0.1938945,Wild
0.1925484,Wild
0.1549613,Wild
0.155518,Wild
0.1520584,Wild
0.1380344,Wild
0.1352786,Wild
0.1474263,Wild
0.1556967,Wild
0.1722066,Wild
0.1665475,Wild
0.1825891,Wild
0.1540891,Wild
0.1636936,Wild
0.1641922,Wild
0.1590492,Wild
0.168676,Wild
0.1560479,Wild
0.1400574,Wild
0.1461355,Wild
0.1631399,Wild
0.1533578,Wild
0.1541716,Wild
0.149661,Wild
0.1311914,Wild
0.1364547,Wild
0.1423359,Wild
0.1694827,Wild
0.1914053,Wild
0.2055321,Wild
0.2032059,Wild
0.1581178,Wild
0.1749834,Wild
0.2023704,Wild
0.1977214,Wild
0.188368,Wild
0.1810708,Wild
0.1662389,Wild
0.1596668,Wild
0.1643989,Wild
0.1734067,Wild
0.1753679,Wild
0.1655184,Wild
0.1943379,Wild
0.213217,Wild
0.1732442,Wild
0.1678769,Wild
0.1670893,Wild
0.1674044,Wild
0.1907889,Wild
0.1679512,Wild
0.1613848,Wild
0.1560808,Wild
0.1761703,Wild
0.170903,Wild
0.1487552,Wild
0.1605783,Wild
0.1686722,Wild
0.1808936,Wild
0.1862646,Wild
0.1887645,Wild
0.2111264,Wild
0.2014363,Wild
0.1956462,Wild
0.2443474,Wild
0.2222544,Wild
0.2226241,Wild
0.2145455,Wild
0.1993194,Wild
0.1956225,Wild
0.1712141,Wild
0.1755782,Wild
0.1617907,Wild
0.1814906,Wild
0.1771646,Wild
0.168598,Wild
0.1652619,Wild
0.1738721,Wild
0.1805917,Wild
0.1820356,Wild
0.2029879,Wild
0.1994253,Wild
0.1974828,Wild
0.1871464,Wild
0.2015548,Wild
0.1908813,Wild
0.1901969,Wild
0.1805475,Wild
0.1723617,Wild
0.1602204,Wild
0.1529043,Wild
0.1732437,Wild
0.1683012,Wild
0.1520349,Wild
0.1793104,Wild
0.1990827,Wild
0.2042353,Wild
0.180997,Wild
0.1715359,Wild
0.1666761,Wild
0.1667146,Wild
0.1643827,Wild
0.1446216,Wild
0.1636094,Wild
0.1671538,Wild
0.1632826,Wild
0.1695785,Wild
0.1636186,Wild
0.1582329,Wild
0.142361,Wild
0.1556283,Wild
0.1737581,Wild
0.147778,Wild
0.1891335,Wild
0.1870709,Wild
0.165944,Wild
0.1535545,Wild
0.1435549,Wild
0.1581928,Wild
0.1528487,Wild
0.1390613,Wild
0.1529783,Wild
0.1791923,Wild
0.1792548,Wild
0.1375151,Wild
0.14044,Wild
0.1529794,Wild
0.1311761,Wild
0.1417173,Wild
0.1680453,Wild
0.1769626,Wild
0.1703344,Wild
0.196825,Wild
0.1543356,Wild
0.1584892,Wild
0.1719967,Wild
0.1923006,Wild
0.1563274,Wild
0.1609144,Wild
0.1604023,Wild
0.1539454,Wild
0.1536131,Wild
0.1509606,Wild
0.155005,Wild
0.1606541,Wild
0.1607028,Wild
0.1484557,Wild
0.1482516,Wild
0.15754,Wild
0.1726343,Wild
0.1830521,Wild
0.1997301,Wild
0.2112529,Wild
0.1887092,Wild
0.2098002,Wild
0.2146002,Wild
0.2056868,Wild
0.1984791,Wild
0.2143141,Wild
0.2132201,Wild
0.1919438,Wild
0.1823137,Wild
0.186238,Wild
0.1793648,Wild
0.18454,Wild
0.1753146,Wild
0.1668874,Wild
0.1724154,Wild
0.162913,Wild
0.1552867,Wild
0.1487745,Wild
0.1393543,Wild
0.138492,Wild
0.1308652,Wild
0.1482858,Wild
0.1533013,Wild
0.1618953,Wild
0.1347278,Wild
0.1639562,Wild
0.1619558,Wild
0.1548899,Wild
0.1569826,Wild
0.1488152,Wild
0.1444115,Wild
0.1415579,Wild
0.1559245,Wild
0.1615067,Wild
0.1915458,Wild
0.2004901,Wild
0.1780794,Wild
0.1748238,Wild
0.1664213,Wild
0.1588368,Wild
0.1909721,Wild
0.1773327,Wild
0.1773592,Wild
0.1988991,Wild
0.1807352,Wild
0.2056033,Wild
0.1862174,Wild
0.1581303,Wild
0.1979862,Wild
0.1937343,Wild
0.1931224,Wild
0.1688892,Wild
0.1932202,Wild
0.1999776,Wild
0.1692807,Wild
0.1711531,Wild
0.1636804,Wild
0.1529716,Wild
0.1478991,Wild
0.1424486,Wild
0.1544794,Wild
0.1919277,Wild
0.1665912,Wild
0.1580698,Wild
0.1521141,Wild
0.1508884,Wild
0.1808813,Wild
0.1753931,Wild
0.176484,Wild
0.1800304,Wild
0.1808838,Wild
0.152942,Wild
0.1669265,Wild
0.1511285,Wild
0.1663122,Wild
0.1656545,Wild
0.1560313,Wild
0.160813,Wild
0.1700609,Wild
0.1715409,Wild
0.1809378,Wild
0.175703,Wild
0.1818971,Wild
0.1884541,Wild
0.1749374,Wild
0.1684645,Wild
0.1804239,Wild
0.1923678,Wild
0.2119372,Wild
0.1863684,Wild
0.16976,Wild
0.1584988,Wild
0.158612,Wild
0.1503501,Wild
0.1318712,Wild
0.1371857,Wild
0.1477751,Wild
0.1516591,Wild
0.1629326,Wild
0.1689594,Wild
0.1767439,Wild
0.1730978,Wild
0.174568,Wild
0.1620786,Wild
0.1516335,Wild
0.1631142,Wild
0.1683566,Wild
0.1584409,Wild
0.1639942,Wild
0.1476935,Wild
0.1406211,Wild
0.1517388,Wild
0.1343622,Wild
0.1447275,Wild
0.1532288,Wild
0.1518861,Wild
0.1563553,Wild
0.1571785,Wild
0.1568626,Wild
0.1617927,Wild
0.1767003,Wild
0.1770184,Wild
0.1698374,Wild
0.17121,Wild
0.1629134,Wild
0.165935,Wild
0.1407045,Wild
0.1356495,Wild
0.141541,Wild
0.1417956,Wild
0.1545472,Wild
0.1621007,Wild
0.1529456,Wild
0.1880185,Wild
0.1850838,Wild
0.1682843,Wild
0.1697192,Wild
0.1559797,Wild
0.1645718,Wild
0.1582665,Wild
0.1542027,Wild
0.1692539,Wild
0.1653915,Wild
0.158053,Wild
0.1816097,Wild
0.1743417,Wild
0.1497847,Wild
0.1421253,Wild
0.1535186,Wild
0.1503483,Wild
0.1492093,Wild
0.1646125,Wild
0.180539,Wild
0.1855225,Wild
0.189097,Wild
0.179728,Wild
0.1797902,Wild
0.2116423,Wild
0.2351191,Wild
0.2227285,Wild
0.1934035,Wild
0.1653984,Wild
0.1717179,Wild
0.1670362,Wild
0.1610959,Wild
0.1755442,Wild
0.1731016,Wild
0.1764623,Wild
0.1666018,Wild
0.1536422,Wild
0.1718632,Wild
0.184682,Wild
0.1926027,Wild
0.1776834,Wild
0.1855176,Wild
0.2000864,Wild
0.2021212,Wild
0.2095632,Wild
0.2329581,Wild
0.2289111,Wild
0.2590484,Wild
0.2614595,Wild
0.2203001,Wild
0.1897672,Wild
0.2270739,Wild
0.2200838,Wild
0.2146828,Wild
0.1980597,Wild
0.208956,Wild
0.2097011,Wild
0.2198563,Wild
0.2131691,Wild
0.1978371,Wild
0.1801041,Wild
0.1986833,Wild
0.2120275,Wild
0.232719,Wild
0.2420981,Wild
0.2268036,Wild
0.2237112,Wild
0.2216794,Wild
0.2339891,Wild
0.2573598,Wild
0.2567715,Wild
0.2787451,Wild
0.2488272,Wild
0.2408796,Wild
0.2664303,Wild
0.2599302,Wild
0.2592764,Wild
0.2306806,Wild
0.2065563,Wild
0.2203061,Wild
0.2401057,Wild
0.2163279,Wild
0.1999659,Wild
0.1869307,Wild
0.1995067,Wild
0.2192199,Wild
0.2120141,Wild
0.2135786,Wild
0.1780584,Wild
0.1783115,Wild
0.1861072,Wild
0.1820171,Wild
0.1677972,Wild
0.1705962,Wild
0.1732363,Wild
0.1903798,Wild
0.1850087,Wild
0.1834531,Wild
0.191659,Wild
0.2178995,Wild
0.2035488,Wild
0.2000568,Wild
0.1912811,Wild
0.2168842,Wild
0.2197454,Wild
0.2174311,Wild
0.179925,Wild
0.1814311,Wild
0.1766612,Wild
0.1939255,Wild
0.2003933,Wild
0.1817363,Wild
0.1594554,Wild
0.1820915,Wild
0.1885191,Wild
0.1893903,Wild
0.2041123,Wild
0.1897904,Wild
0.1754142,Wild
0.1996885,Wild
0.2053873,Wild
0.1873671,Wild
0.1906524,Wild
0.2269142,Wild
0.2025493,Wild
0.2328639,Wild
0.2126759,Wild
0.2060206,Wild
0.2018497,Wild
0.1829601,Wild
0.1778554,Wild
0.19308,Wild
0.1759493,Wild
0.1720882,Wild
0.2059753,Wild
0.1691418,Wild
0.1890248,Wild
0.2095814,Wild
0.212473,Wild
0.1853356,Wild
0.1820282,Wild
0.1793045,Wild
0.1711557,Wild
0.1681053,Wild
0.1618303,Wild
0.1827119,Wild
0.1939177,Wild
0.1919476,Wild
0.2201941,Wild
0.2087714,Wild
0.215848,Wild
0.2219616,Wild
0.2103022,Wild
0.2322427,Wild
0.2594145,Wild
0.2548521,Wild
0.2350814,Wild
0.2190065,Wild
0.2011678,Wild
0.2009328,Wild
0.2153523,Wild
0.2133802,Wild
0.2163502,Wild
0.2097455,Wild
0.2178367,Wild
0.2330701,Wild
0.1769571,Wild
0.1902617,Wild
0.2024944,Wild
0.1995183,Wild
0.2018228,Wild
0.1788136,Wild
0.1698563,Wild
0.1916728,Wild
0.1781294,Wild
0.1799994,Wild
0.2000208,Wild
0.2147413,Wild
0.1908831,Wild
0.1858047,Wild
0.1701696,Wild
0.1792485,Wild
0.1771831,Wild
0.1649596,Wild
0.1651788,Wild
0.1735386,Wild
0.1744238,Wild
0.1726052,Wild
0.1862818,Wild
0.1918725,Wild
0.1933202,Wild
0.1775045,Wild
0.1932594,Wild
0.1868939,Wild
0.1987909,Wild
0.2205631,Wild
0.2393088,Wild
0.2232298,Wild
0.2105638,Wild
0.2142135,Wild
0.2180795,Wild
0.2261965,Wild
0.1836472,Wild
0.1802903,Wild
0.1942708,Wild
0.1936485,Wild
0.1823293,Wild
0.166399,Wild
0.1651769,Wild
0.1657805,Wild
0.1789297,Wild
0.1955225,Wild
0.1759483,Wild
0.1662326,Wild
0.1602171,Wild
0.1742589,Wild
0.2008072,Wild
0.1962522,Wild
0.1852755,Wild
0.1987257,Wild
0.2151907,Wild
0.2273016,Wild
0.2074171,Wild
0.2223079,Wild
0.1993167,Wild
0.1871135,Wild
0.1890259,Wild
0.2109701,Wild
0.1993399,Wild
0.1819469,Wild
0.1980395,Wild
0.206689,Wild
0.1973361,Wild
0.1933222,Wild
0.2014493,Wild
0.2282267,Wild
0.23212,Wild
0.1964778,Wild
0.179234,Wild
0.1676458,Wild
0.1616417,Wild
0.1724862,Wild
0.1653966,Wild
0.1928763,Wild
0.1882549,Wild
0.185212,Wild
0.1965874,Wild
0.1767638,Wild
0.1779697,Wild
0.1861575,Wild
0.2000773,Wild
0.1789624,Wild
0.2005453,Wild
0.2169448,Wild
0.2125741,Wild
0.1979498,Wild
0.2064925,Wild
0.196536,Wild
0.1907943,Wild
0.1807201,Wild
0.1899049,Wild
0.1986882,Wild
0.2061349,Wild
0.1937219,Wild
0.1810423,Wild
0.1659975,Wild
0.1781581,Wild
0.1968255,Wild
0.2010904,Wild
0.1917908,Wild
0.2011832,Wild
0.2081517,Wild
0.1897769,Wild
0.1801656,Wild
0.1666543,Wild
0.1602944,Wild
0.1653058,Wild
0.1595227,Wild
0.1655739,Wild
0.1734986,Wild
0.1985952,Wild
0.1942495,Wild
0.2001089,Wild
0.1857825,Wild
0.1808096,Wild
0.2037967,Wild
0.1882507,Wild
0.166758,Wild
0.1703486,Wild
0.1640056,Wild
0.1676512,Wild
0.17549,Wild
0.1717449,Wild
0.1727807,Wild
0.1800656,Wild
0.1782954,Wild
0.1809672,Wild
0.1698724,Wild
0.1801937,Wild
0.182952,Wild
0.1720616,Wild
0.1792818,Wild
0.1897607,Wild
0.1726388,Wild
0.1834647,Wild
0.2012977,Wild
0.233697,Wild
0.2515908,Wild
0.2101104,Wild
0.2307891,Wild
0.2295944,Wild
0.2272466,Wild
0.2155997,Wild
0.2309393,Wild
0.2088178,Wild
0.1984651,Wild
0.1810281,Wild
0.2022941,Wild
0.2010369,Wild
0.1801072,Wild
0.1855461,Wild
0.2007575,Wild
0.1853608,Wild
0.1831082,Wild
0.1930129,Wild
0.2267441,Wild
0.219986,Wild
0.2181183,Wild
0.2057339,Wild
0.229648,Wild
0.2240024,Wild
0.2170858,Wild
0.2138931,Wild
0.2410443,Wild
0.2247154,Wild
0.2453091,Wild
0.2644129,Wild
0.2546084,Wild
0.2537208,Wild
0.2546142,Wild
0.245691,Wild
0.2560413,Wild
0.2557962,Wild
0.238952,Wild
0.2550204,Wild
0.2315754,Wild
0.2244897,Wild
0.2338677,Wild
0.2172324,Wild
0.213041,Wild
0.1691727,Wild
0.1858706,Wild
0.1885129,Wild
0.1923086,Wild
0.2078614,Wild
0.1951785,Wild
0.19912,Wild
0.1988831,Wild
0.23391,Wild
0.2064003,Wild
0.2084558,Wild
0.1842954,Wild
0.1894946,Wild
0.1916301,Wild
0.2139441,Wild
0.2298902,Wild
0.2419698,Wild
0.2339022,Wild
0.2227505,Wild
0.2377042,Wild
0.239072,Wild
0.2370443,Wild
0.2347461,Wild
0.2391907,Wild
0.2270004,Wild
0.2123797,Wild
0.1850453,Wild
0.2042273,Wild
0.1940597,Wild
0.1964405,Wild
0.1808023,Wild
0.1675555,Wild
0.1608032,Wild
0.1753627,Wild
0.1834955,Wild
0.1787278,Wild
0.1899002,Wild
0.1820506,Wild
0.1702124,Wild
0.154296,Wild
0.1656293,Wild
0.16842,Wild
0.1740548,Wild
0.1871715,Wild
0.1974504,Wild
0.1929377,Wild
0.1851186,Wild
0.1903202,Wild
0.1986966,Wild
0.2170363,Wild
0.1923929,Wild
0.1863876,Wild
0.209829,Wild
0.2188043,Wild
0.2188122,Wild
0.2343645,Wild
0.2226504,Wild
0.2284923,Wild
0.2479761,Wild
0.2449888,Wild
0.2412283,Wild
0.2487681,Wild
0.2411523,Wild
0.2351989,Wild
0.2173352,Wild
0.216239,Wild
0.2383289,Wild
0.2136611,Wild
0.2172532,Wild
0.2181045,Wild
0.2260753,Wild
0.207843,Wild
0.2109292,Wild
0.179543,Wild
0.1970909,Wild
0.2369585,Wild
0.2227293,Wild
0.2206351,Wild
0.2138309,Wild
0.1995748,Wild
0.1955426,Wild
0.1968461,Wild
0.2124424,Wild
0.2317002,Wild
0.200655,Wild
0.2117835,Wild
0.2022696,Wild
0.2095827,Wild
0.2228592,Wild
0.2418953,Wild
0.2365435,Wild
0.236031,Wild
0.2405744,Wild
0.2418401,Wild
0.2246986,Wild
0.218298,Wild
0.2107815,Wild
0.2219803,Wild
0.2232102,Wild
0.1831393,Wild
0.1757581,Wild
0.1741371,Wild
0.1610361,Wild
0.171821,Wild
0.1760932,Wild
0.1838947,Wild
0.1891065,Wild
0.1880676,Wild
0.1995834,Wild
0.1928518,Wild
0.2248559,Wild
0.213713,Wild
0.2079411,Wild
0.1927135,Wild
0.1847613,Wild
0.2089864,Wild
0.2100687,Wild
0.2081197,Wild
0.1970154,Wild
0.1908527,Wild
0.1988127,Wild
0.201422,Wild
0.2073741,Wild
0.1974905,Wild
0.1655234,Wild
0.1794123,Wild
0.1961092,Wild
0.1952881,Wild
0.2013318,Wild
0.1828547,Wild
0.1790794,Wild
0.1799515,Wild
0.1549255,Wild
0.1710255,Wild
0.1692185,Wild
0.1787804,Wild
0.1997079,Wild
0.1744867,Wild
0.1859558,Wild
0.1750822,Wild
0.1926839,Wild
0.2069447,Wild
0.1862702,Wild
0.160917,Wild
0.1908017,Wild
0.2000445,Wild
0.2130952,Wild
0.2079848,Wild
0.1984935,Wild
0.1881939,Wild
0.188682,Wild
0.1808414,Wild
0.1796296,Wild
0.1613021,Wild
0.1729014,Wild
0.1759847,Wild
0.210936,Wild
0.2057315,Wild
0.1934859,Wild
0.1942383,Wild
0.2254757,Wild
0.2240005,Wild
0.2229708,Wild
0.2183399,Wild
0.2160362,Wild
0.1993589,Wild
0.1888098,Wild
0.1731815,Wild
0.1675196,Wild
0.1574434,Wild
0.1545203,Wild
0.1578648,Wild
0.1454401,Wild
0.1489314,Wild
0.1561078,Wild
0.1602211,Wild
0.1479421,Wild
0.1576975,Wild
0.1632912,Wild
0.1729505,Wild
0.1515022,Wild
0.1644941,Wild
0.1476804,Wild
0.1709081,Wild
0.1698085,Wild
0.1619936,Wild
0.1813119,Wild
0.191848,Wild
0.1873054,Wild
0.1655094,Wild
0.1688855,Wild
0.1805242,Wild
0.1663792,Wild
0.1616154,Wild
0.1443151,Wild
0.1469748,Wild
0.1618676,Wild
0.1594263,Wild
0.1577692,Wild
0.1522964,Wild
0.1570416,Wild
0.1667656,Wild
0.1761467,Wild
0.1631243,Wild
0.1788084,Wild
0.1917688,Wild
0.1844655,Wild
0.1954762,Wild
0.1805778,Wild
0.1732504,Wild
0.164904,Wild
0.1606914,Wild
0.1677373,Wild
0.1751896,Wild
0.1656436,Wild
0.1785366,Wild
0.1585197,Wild
0.1775558,Wild
0.1709347,Wild
0.15959,Wild
0.1800712,Wild
0.1924414,Wild
0.1961968,Wild
0.1856733,Wild
0.1982426,Wild
0.1962661,Wild
0.2096408,Wild
0.1980592,Wild
0.1778929,Wild
0.205611,Wild
0.1757774,Wild
0.1672075,Wild
0.1700386,Wild
0.1836094,Wild
0.1750259,Wild
0.1673406,Wild
0.1726469,Wild
0.1698486,Wild
0.1833989,Wild
0.2007698,Wild
0.1828615,Wild
0.1645868,Wild
0.1584848,Wild
0.1555041,Wild
0.178231,Wild
0.1872957,Wild
0.1727139,Wild
0.1910257,Wild
0.1529445,Wild
0.1433496,Wild
0.1504012,Wild
0.1493026,Wild
0.1538291,Wild
0.1363097,Wild
0.1521561,Wild
0.1491708,Wild
0.1510435,Wild
0.1592913,Wild
0.1410898,Wild
0.1546163,Wild
0.1472216,Wild
0.1508677,Wild
0.1469903,Wild
0.1569739,Wild
0.1525429,Wild
0.1509454,Wild
0.1692017,Wild
0.1776794,Wild
0.1831418,Wild
0.1741919,Wild
0.1561788,Wild
0.163439,Wild
0.1507324,Wild
0.1524696,Wild
0.1822229,Wild
0.1669038,Wild
0.1666466,Wild
0.1592336,Wild
0.1740161,Wild
0.1839488,Wild
0.1763609,Wild
0.1833085,Wild
0.1707418,Wild
0.2182541,Wild
0.1914858,Wild
0.188143,Wild
0.1704406,Wild
0.1664021,Wild
0.1595351,Wild
0.1611602,Wild
0.1531004,Wild
0.1554337,Wild
0.1628889,Wild
0.1477962,Wild
0.1679243,Wild
0.1646552,Wild
0.142112,Wild
0.1554091,Wild
0.1638706,Wild
0.1772791,Wild
0.1968291,Wild
0.195196,Wild
0.1825019,Wild
0.1769927,Wild
0.1685375,Wild
0.1850157,Wild
0.1946366,Wild
0.1706791,Wild
0.1865536,Wild
0.1954719,Wild
0.1722467,Wild
0.1907386,Wild
0.1784673,Wild
0.179112,Wild
0.172252,Wild
0.1652981,Wild
0.1599104,Wild
0.1700709,Wild
0.155445,Wild
0.1481007,Wild
0.1622696,Wild
0.1680681,Wild
0.1885111,Wild
0.1569173,Wild
0.1520987,Wild
0.1435331,Wild
0.1517642,Wild
0.1505772,Wild
0.1530596,Wild
0.1660518,Wild
0.1495765,Wild
0.1410717,Wild
0.1420222,Wild
0.1428863,Wild
0.1647092,Wild
0.1725468,Wild
0.1553683,Wild
0.1803383,Wild
0.1785503,Wild
0.1648676,Wild
0.1615228,Wild
0.1629539,Wild
0.1761776,Wild
0.1688172,Wild
0.1746365,Wild
0.2136906,Wild
0.1941343,Wild
0.2073913,Wild
0.2066336,Wild
0.1870368,Wild
0.1699774,Wild
0.1666575,Wild
0.1851845,Wild
0.191047,Wild
0.1648332,Wild
0.1534549,Wild
0.171197,Wild
0.1588746,Wild
0.1613958,Wild
0.160814,Wild
0.1727843,Wild
0.1769271,Wild
0.1750989,Wild
0.188003,Wild
0.1989825,Wild
0.21514,Wild
0.2195361,Wild
0.2420931,Wild
0.225411,Wild
0.206161,Wild
0.1969587,Wild
0.2042306,Wild
0.2186043,Wild
0.2101076,Wild
0.2264066,Wild
0.1999308,Wild
0.1875612,Wild
0.1870163,Wild
0.1891176,Wild
0.1576405,Wild
0.165065,Wild
0.1569193,Wild
0.1442506,Wild
0.1383596,Wild
0.1552911,Wild
0.1616989,Wild
0.1723325,Wild
0.1668637,Wild
0.1506482,Wild
0.1539323,Wild
0.1602489,Wild
0.1579362,Wild
0.156228,Wild
0.1521605,Wild
0.1416383,Wild
0.1423362,Wild
0.1452728,Wild
0.1495055,Wild
0.1501566,Wild
0.1659108,Wild
0.1608737,Wild
0.1529098,Wild
0.138567,Wild
0.1405013,Wild
0.1456661,Wild
0.1603295,Wild
0.1531429,Wild
0.1537909,Wild
0.149733,Wild
0.1542664,Wild
0.1385781,Wild
0.1435391,Wild
0.1440155,Wild
0.1467519,Wild
0.1538259,Wild
0.1621795,Wild
0.1642832,Wild
0.1614629,Wild
0.1608778,Wild
0.1469283,Wild
0.156927,Wild
0.1529978,Wild
0.1684256,Wild
0.1699439,Wild
0.1625273,Wild
0.1725421,Wild
0.1513622,Wild
0.1732046,Wild
0.1749362,Wild
0.1713045,Wild
0.1670254,Wild
0.1546202,Wild
0.1547725,Wild
0.1705787,Wild
0.1645355,Wild
0.1772065,Wild
0.1746029,Wild
0.1883038,Wild
0.1736704,Wild
0.1546201,Wild
0.1549986,Wild
0.1489944,Wild
0.1465349,Wild
0.1493309,Wild
0.1489811,Wild
0.1491055,Wild
0.1695364,Wild
0.1792179,Wild
0.1666232,Wild
0.1641017,Wild
0.1720767,Wild
0.1834821,Wild
0.1728312,Wild
0.1714063,Wild
0.1791096,Wild
0.1751147,Wild
0.180414,Wild
0.17476,Wild
0.1422909,Wild
0.1606894,Wild
0.1561397,Wild
0.1645404,Wild
0.1577775,Wild
0.1710488,Wild
0.170092,Wild
0.1485344,Wild
0.1570737,Wild
0.1918097,Wild
0.180959,Wild
0.1861039,Wild
0.1669784,Wild
0.1775733,Wild
0.1625223,Wild
0.1688933,Wild
0.1823384,Wild
0.1965493,Wild
0.1982799,Wild
0.1751293,Wild
0.1727618,Wild
0.1794703,Wild
0.1807663,Wild
0.1670695,Wild
0.1567622,Wild
0.1726109,Wild
0.1561365,Wild
0.176839,Wild
0.1642786,Wild
0.1572561,Wild
0.1590389,Wild
0.1526198,Wild
0.1474804,Wild
0.1691932,Wild
0.1820776,Wild
0.1868993,Wild
0.1780905,Wild
0.1938562,Wild
0.1892034,Wild
0.1931607,Wild
0.1818069,Wild
0.1810533,Wild
0.1954589,Wild
0.1844942,Wild
0.1939765,Wild
0.188381,Wild
0.1889392,Wild
0.1841856,Wild
0.1852124,Wild
0.2085926,Wild
0.1956644,Wild
0.2040919,Wild
0.2002933,Wild
0.1893681,Wild
0.1951596,Wild
0.1724224,Wild
0.1768389,Wild
0.1790537,Wild
0.1950618,Wild
0.2398088,Wild
0.2108179,Wild
0.2125154,Wild
0.2070091,Wild
0.1785493,Wild
0.1867948,Wild
0.1826277,Wild
0.1919035,Wild
0.1916292,Wild
0.193026,Wild
0.2150943,Wild
0.2243436,Wild
0.1981552,Wild
0.1811908,Wild
0.1758585,Wild
0.1864925,Wild
0.1600436,Wild
0.1669014,Wild
0.1674964,Wild
0.1751213,Wild
0.1664349,Wild
0.1594983,Wild
0.1664032,Wild
0.1903356,Wild
0.1916165,Wild
0.2037519,Wild
0.1993477,Wild
0.1994612,Wild
0.191325,Wild
0.2112061,Wild
0.1960509,Wild
0.214827,Wild
0.203992,Wild
0.216907,Wild
0.1931711,Wild
0.1968746,Wild
0.1865277,Wild
0.185908,Wild
0.1746917,Wild
0.1712135,Wild
0.1616346,Wild
0.1962391,Wild
0.1788681,Wild
0.1799741,Wild
0.1742837,Wild
0.1915787,Wild
0.1879051,Wild
0.1933484,Wild
0.1910005,Wild
0.2119826,Wild
0.1948236,Wild
0.2149226,Wild
0.2138385,Wild
0.1939898,Wild
0.1872135,Wild
0.19547,Wild
0.1732112,Wild
0.1890173,Wild
0.1960128,Wild
0.184064,Wild
0.1874653,Wild
0.2127421,Wild
0.1958266,Wild
0.2207401,Wild
0.2100477,Wild
0.2123291,Wild
0.1958971,Wild
0.1791421,Wild
0.1902217,Wild
0.1966086,Wild
0.1845389,Wild
0.1807054,Wild
0.1905885,Wild
0.2024657,Wild
